Time,QuadX,QuadY,QuadZ,QuestX,QuestY,QuestZ,QuestRx,QuestRy,QuestRz,LeftX,LeftY,LeftZ,LeftRx,LeftRy,LeftRz,RightX,RightY,RightZ,RightRx,RightRy,RightRz
3/9/2023 4:32:52 PM,-208.700043,0.005455943,-0.399994582,0,0,0,0,0,0,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 4:32:52 PM,-208.700043,0.005455943,-0.399994582,0,0,0,0,0,0,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 4:32:54 PM,-208.700043,0.005455943,-0.399994582,585.080566,-202.527145,1479.94946,63.1919136,291.0664,285.4414,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 4:32:54 PM,-208.700348,-0.0385092646,-0.4336913,607.7023,-218.2262,1478.03162,55.9575958,284.711731,274.5468,0.283197224,0.0225226954,0.402976871,356.097717,270.195984,358.3986,0.294803739,-0.00658038259,0.6247432,5.29430532,281.2099,12.5209856
3/9/2023 4:32:54 PM,-208.700378,-0.03792833,-0.43291834,619.8867,-230.920044,1476.328,50.3730774,283.847321,272.3775,0.2832712,0.0226358175,0.4030279,355.9228,270.207733,358.326843,0.294796765,-0.006567739,0.6247361,5.283419,281.222076,12.4808655
3/9/2023 4:32:54 PM,-208.700378,-0.03873244,-0.433306128,626.208,-238.6376,1475.51807,47.06506,283.674072,271.9226,0.283294469,0.0226759762,0.403014064,355.89975,270.191437,358.343628,0.2947905,-0.0065985173,0.6247749,5.31501961,281.239624,12.49131
3/9/2023 4:32:54 PM,-208.700378,-0.0383952819,-0.433458418,630.220947,-243.379745,1475.33545,44.84318,283.556915,271.620544,0.2832309,0.0227475539,0.402918816,355.877869,270.1276,358.406616,0.29475975,-0.00654863566,0.624977767,5.28426647,281.3261,12.54245
3/9/2023 4:32:54 PM,-208.700378,-0.0384314731,-0.4338835,635.3833,-250.183014,1475.1488,42.1638374,283.0834,271.0553,0.28316915,0.02281309,0.4028414,355.869537,270.073761,358.4573,0.29474777,-0.006478779,0.6248637,5.26572037,281.321228,12.4557095
3/9/2023 4:32:54 PM,-208.700378,-0.0369069427,-0.43341434,647.688843,-267.162628,1473.97717,34.94486,282.148132,269.586548,0.283159822,0.02294024,0.402816653,355.839417,270.052734,358.564423,0.294522226,-0.006153196,0.624942958,5.15576744,281.504944,12.2816753
3/9/2023 4:32:54 PM,-208.700378,-0.03993991,-0.433770984,660.62384,-293.57605,1468.29114,25.8801651,282.005585,267.7223,0.283441335,0.022649318,0.403437,355.9872,270.483826,358.287231,0.294360161,-0.00600156933,0.625030935,5.06651926,281.6568,12.111619
3/9/2023 4:32:54 PM,-208.700424,-0.03756269,-0.433872133,668.500366,-320.5036,1457.9281,17.26661,284.0111,265.290924,0.283488035,0.0224697217,0.403797418,356.210449,270.6988,358.264343,0.294112772,-0.005811915,0.625147939,5.03942776,281.9107,11.9183264
3/9/2023 4:32:54 PM,-208.700424,-0.0305199362,-0.4348456,671.883362,-334.412384,1452.65015,12.7694845,285.511047,264.186646,0.283483177,0.0226427168,0.403850645,356.166321,270.771271,358.4245,0.2938525,-0.00559067726,0.6252211,4.97440529,282.13443,11.6754265
3/9/2023 4:32:54 PM,-208.700439,-0.03224527,-0.434806079,673.5532,-335.831329,1449.522,11.7959242,286.6762,264.58905,0.28352,0.0226206854,0.403923839,356.166473,270.830566,358.380951,0.2940302,-0.00570596,0.625392437,4.997575,282.1239,11.8706751
3/9/2023 4:32:54 PM,-208.700439,-0.0302997623,-0.4345358,0.331523925,1.44113266,0.674249768,18.4812584,347.161621,351.8619,0.283621341,0.0225610584,0.404100478,356.184448,270.926422,358.257629,0.2937602,-0.00555086136,0.62530005,4.920196,282.257263,11.6109228
3/9/2023 4:32:55 PM,-208.700424,-0.0310207065,-0.434938341,0.3256429,1.44145334,0.6745073,16.4434357,341.9276,352.723419,0.2836036,0.0224141255,0.40414086,356.267273,270.9358,358.0854,0.293800443,-0.0057053566,0.6253979,4.97254658,282.192139,11.6973543
3/9/2023 4:32:55 PM,-208.700424,-0.03097197,-0.43537125,0.304835558,1.4471873,0.671460152,14.4476776,329.1672,352.5981,0.283398926,0.0222775042,0.403975368,356.456238,270.783569,358.131165,0.294107735,-0.00614222139,0.6253665,5.17257452,281.994232,12.0061913
3/9/2023 4:32:55 PM,-208.700424,-0.0305917747,-0.435444564,0.268015176,1.45518088,0.658783138,12.2524338,313.1334,354.268219,0.283176124,0.0222231522,0.4038814,356.731445,270.658478,358.279968,0.2940805,-0.006808959,0.6254891,5.498825,281.964264,12.4458714
3/9/2023 4:32:55 PM,-208.700424,-0.0383298136,-0.433758348,0.226357147,1.463832,0.6310072,10.5517588,294.935852,356.446777,0.2831939,0.0221418217,0.403933764,356.847443,270.670654,358.263855,0.2938766,-0.00673698634,0.6251861,5.717777,281.901031,12.26023
3/9/2023 4:32:55 PM,-208.70047,-0.0377009548,-0.433954448,0.191647023,1.46965086,0.585424542,10.26335,278.18042,357.3547,0.283337444,0.02221544,0.4038294,356.523071,270.66333,358.092926,0.29390502,-0.006834924,0.6252007,5.645814,281.886353,12.4411278
3/9/2023 4:32:55 PM,-208.700485,-0.0373971164,-0.434404582,0.180005342,1.46841264,0.551000059,11.0622272,272.348267,358.178772,0.283450246,0.0225353763,0.403669924,356.123657,270.605957,358.094421,0.2943624,-0.00674760342,0.6249994,5.37262869,281.573975,12.5174818
3/9/2023 4:32:55 PM,-208.700516,-0.0378132239,-0.433783829,0.176999137,1.46676123,0.534937441,11.3897591,272.4609,358.1183,0.283561349,0.02283582,0.403612,355.842,270.548218,358.0575,0.294375181,-0.006062381,0.6247493,4.88215,281.451569,12.1320419
3/9/2023 4:32:55 PM,-208.700531,-0.0377856642,-0.432933062,0.177177534,1.46619534,0.5327186,10.5478067,274.177124,358.66507,0.283557475,0.0228399187,0.403462172,355.783417,270.45816,358.063324,0.294455647,-0.006094344,0.6247863,4.871189,281.4063,12.1806793
3/9/2023 4:32:55 PM,-208.700562,-0.0381321646,-0.433333367,0.17621842,1.473231,0.5338159,5.16402,274.614746,359.1035,0.283662826,0.0232780576,0.4034665,355.526947,270.4632,358.238617,0.294435263,-0.00604151934,0.6249416,4.75402355,281.449524,12.2811375
3/9/2023 4:32:55 PM,-208.700562,-0.03632296,-0.434202164,0.177157626,1.48360908,0.5337975,4.502037,273.845032,359.683624,0.283747375,0.0234416574,0.403589,355.433044,270.517426,358.201843,0.2944008,-0.00605008751,0.6250238,4.60132074,281.4982,12.3681183
3/9/2023 4:32:56 PM,-208.700592,-0.03813543,-0.433288485,0.1799796,1.48731053,0.53133595,4.0204587,272.409882,359.944641,0.283799,0.0235479027,0.403680474,355.352753,270.5505,358.116,0.2942472,-0.00604113936,0.625071347,4.35747528,281.5298,12.4193611
3/9/2023 4:32:56 PM,-208.700623,-0.037989907,-0.4337688,0.179653257,1.4906348,0.527980566,0.8563313,270.829926,0.221079439,0.283878446,0.0236493945,0.4037662,355.313141,270.5981,358.148621,0.294149518,-0.006055966,0.625257432,4.169702,281.6383,12.5246372
3/9/2023 4:32:56 PM,-208.7006,-0.035851147,-0.4341229,0.17777051,1.49956656,0.520103037,357.895538,266.365234,0.6716138,0.2837412,0.0235193446,0.403591543,355.3937,270.509552,358.127075,0.29418245,-0.00606550276,0.625275254,4.237189,281.6291,12.5325232
3/9/2023 4:32:56 PM,-208.700623,-0.03819727,-0.433961272,0.179545984,1.505406,0.5067076,357.23587,260.982941,1.10640788,0.283604532,0.023081176,0.403472364,355.637329,270.4819,358.166443,0.2942999,-0.005951114,0.624995947,4.38074875,281.5257,12.4064207
3/9/2023 4:32:56 PM,-208.700668,-0.0370842032,-0.433350384,0.184308827,1.50527155,0.491376162,359.6204,256.600067,1.04486859,0.2835901,0.0230762139,0.403454065,355.656952,270.475983,358.196838,0.294308215,-0.005981885,0.6251418,4.365823,281.536041,12.5248957
3/9/2023 4:32:56 PM,-208.700668,-0.0384380743,-0.434446245,0.189410359,1.50144887,0.477800846,0.326819927,252.388916,0.939379632,0.283612847,0.02316223,0.403438032,355.597931,270.461426,358.182037,0.294459462,-0.00613717,0.624778748,4.414681,281.334,12.4968853
3/9/2023 4:32:56 PM,-208.700714,-0.03931538,-0.43408975,0.1957081,1.50055635,0.466839582,359.2593,249.8611,0.9479709,0.2837245,0.0233951658,0.403518379,355.436,270.485382,358.206757,0.294368833,-0.0058696866,0.6248355,4.02628756,281.3072,12.4587193
3/9/2023 4:32:56 PM,-208.700714,-0.04066629,-0.433688283,0.200870022,1.50212157,0.459774524,358.4059,248.6253,1.26671457,0.283801019,0.0237041414,0.4035526,355.2732,270.4794,358.2524,0.2944951,-0.004927896,0.6239038,3.75048423,280.877869,11.9069443
3/9/2023 4:32:56 PM,-208.700775,-0.0385377929,-0.4341021,0.203907683,1.5019716,0.457089216,358.599518,247.56105,0.6123341,0.283789575,0.0238290727,0.40347743,355.240356,270.422,358.281342,0.294528127,-0.00448176265,0.6236632,3.669003,280.797119,11.5216341
3/9/2023 4:32:56 PM,-208.700821,-0.0387665555,-0.434168726,0.206173092,1.50244355,0.453480065,358.9961,246.273071,0.7943676,0.283737719,0.0238274634,0.403439671,355.245453,270.373566,358.2788,0.294628084,-0.004503228,0.623632252,3.66446614,280.7292,11.5084677
3/9/2023 4:32:57 PM,-208.700851,-0.0375808924,-0.433845758,0.207073092,1.50076163,0.450166225,0.08618107,246.0039,1.56018722,0.283692151,0.023878634,0.403335452,355.22113,270.305237,358.2625,0.294524074,-0.00472931564,0.6236718,3.80487466,280.78186,11.5940056
3/9/2023 4:32:57 PM,-208.700867,-0.0379259922,-0.433177173,0.207901686,1.499465,0.4493942,359.4923,246.4193,1.889589,0.283700377,0.0239415318,0.4033105,355.205719,270.2723,358.343933,0.294452965,-0.00501517951,0.623886,3.87361455,280.879028,11.8285618
3/9/2023 4:32:57 PM,-208.7009,-0.0369268656,-0.433563828,0.208375022,1.50221753,0.451702982,358.0584,247.788116,1.26051438,0.28370893,0.023910515,0.403283328,355.2157,270.259033,358.338043,0.294506967,-0.005168952,0.6239735,3.91256285,280.878357,11.9736433
3/9/2023 4:32:57 PM,-208.700882,-0.03746285,-0.434944,0.207397714,1.50474966,0.45756048,358.205048,250.829559,0.5132547,0.283669025,0.0240361542,0.403161883,355.1375,270.1686,358.422272,0.294572532,-0.00543041527,0.624089658,3.9429183,280.886658,12.1992235
3/9/2023 4:32:57 PM,-208.700912,-0.03675364,-0.4341561,0.205754235,1.50496709,0.464566439,358.91214,253.72998,0.2576352,0.283695877,0.0240463242,0.403107,355.149872,270.169983,358.4517,0.294533,-0.005702503,0.624382,4.00918341,281.004517,12.4630241
3/9/2023 4:32:57 PM,-208.700943,-0.03716003,-0.4343259,0.2044742,1.50261271,0.472698241,0.226479441,257.21106,0.194727868,0.283650637,0.0241426751,0.4030598,355.116119,270.1094,358.539948,0.294525772,-0.00586586446,0.6244932,4.10943127,281.072266,12.5611563
3/9/2023 4:32:57 PM,-208.700989,-0.03874021,-0.433529615,0.2023033,1.50029171,0.482648551,0.8324415,261.929382,0.5096743,0.2837075,0.0239288211,0.4031926,355.180847,270.217377,358.392761,0.2947041,-0.006186664,0.624474168,4.373504,280.9846,12.6812859
3/9/2023 4:32:57 PM,-208.700989,-0.03920793,-0.4339418,0.201785013,1.49944746,0.494451672,1.47011137,265.76355,0.0791454,0.283761978,0.0239189863,0.403356582,355.154,270.305573,358.3369,0.2947007,-0.00619503856,0.624468267,4.392725,281.0036,12.6495142
3/9/2023 4:32:57 PM,-208.70105,-0.0373165533,-0.432967544,0.2019092,1.49545693,0.504338741,4.232664,268.0963,359.577057,0.283815444,0.0240467787,0.403408825,355.1003,270.337372,358.382233,0.294447452,-0.00606948137,0.6246327,4.25195456,281.218079,12.6236954
3/9/2023 4:32:57 PM,-208.701065,-0.0389464423,-0.433664352,0.200058877,1.4873836,0.5086782,8.745859,268.7827,359.582245,0.2838454,0.0241073444,0.40340957,355.043671,270.3473,358.395325,0.29448086,-0.006026827,0.62476325,4.231805,281.248566,12.7189808
3/9/2023 4:32:58 PM,-208.7011,-0.0382810943,-0.4340049,0.194823667,1.47627079,0.509934,10.80504,268.399017,359.183167,0.283846,0.0240304545,0.40342918,355.066376,270.356384,358.401459,0.294460654,-0.005935371,0.6245753,4.258245,281.210754,12.5907974
3/9/2023 4:32:58 PM,-208.701126,-0.037992958,-0.433370858,0.190043315,1.4646548,0.5091254,15.9998312,267.95517,358.77533,0.283826053,0.0240524113,0.403401226,355.04657,270.341675,358.411652,0.294512182,-0.00597552955,0.624739468,4.24230671,281.2431,12.7080631
