Time,QuestX,QuestY,QuestZ,QuestRx,QuestRy,QuestRz,LeftX,LeftY,LeftZ,LeftRx,LeftRy,LeftRz,RightX,RightY,RightZ,RightRx,RightRy,RightRz
3/7/2023 5:58:15 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/2023 5:58:15 PM,0,0,0,0,0,0,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/7/2023 5:58:17 PM,2348.00073,-2067.05225,1252.86279,25.7016964,205.080292,205.748352,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/7/2023 5:58:17 PM,2348.23218,-2067.17725,1253.14172,25.71549,205.382751,206.007431,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.66541207,0.6098272,1.59999979,3.87640142,76.19523,86.10343
3/7/2023 5:58:17 PM,2348.27271,-2067.09155,1253.3623,25.73602,205.364273,206.029877,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.66546142,0.609808445,1.60000312,3.8881216,76.18989,86.11466
3/7/2023 5:58:17 PM,2348.29932,-2067.177,1253.394,25.6650448,205.244186,205.990646,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.665358,0.6097552,1.60019708,3.92084932,76.16501,85.94102
3/7/2023 5:58:17 PM,2348.30176,-2067.152,1253.37317,25.575016,205.247437,206.023972,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.66544986,0.6098257,1.59999216,3.87457514,76.18301,86.12451
3/7/2023 5:58:17 PM,2348.34131,-2067.043,1253.41638,25.6134758,205.306137,206.066147,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.66544354,0.609760463,1.5999676,3.90460324,76.1808243,86.12749
3/7/2023 5:58:17 PM,2348.14478,-2067.025,1253.352,25.5476,205.318039,205.944733,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.665243,0.6097137,1.60017812,3.9693594,76.09059,86.02039
3/7/2023 5:58:17 PM,2347.8457,-2067.13354,1253.14026,25.3180466,205.125092,205.692337,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.66546226,0.609855235,1.60000145,3.85682774,76.18304,86.08814
3/7/2023 5:58:17 PM,2347.85156,-2067.18164,1252.81555,25.8620682,205.049088,205.81279,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.6654315,0.609828949,1.59996879,3.867084,76.1678848,86.16113
3/7/2023 5:58:17 PM,2347.893,-2066.24341,1252.8595,25.7859383,204.965256,205.586639,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.665352,0.609670043,1.600213,3.91999841,76.1284,86.01386
3/7/2023 5:58:17 PM,2347.78564,-2065.73584,1252.64417,25.6628132,205.186371,205.856384,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.66544533,0.609686,1.59992445,3.94133162,76.24065,86.10628
3/7/2023 5:58:17 PM,2347.82642,-2065.46777,1252.52649,25.8847523,205.7623,205.9668,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.665611,0.609816968,1.59977269,3.833537,76.25513,86.22432
3/7/2023 5:58:18 PM,2.0652225,1.25230241,2.34784842,306.0894,311.519958,338.569641,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.66543567,0.6098352,1.60006046,3.85736656,76.13335,86.1453
3/7/2023 5:58:18 PM,2.064732,1.2522881,2.34724236,306.0182,311.393036,338.77182,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.66524959,0.609706461,1.60009,3.959158,76.13114,86.0299454
3/7/2023 5:58:18 PM,2.06552529,1.25228691,2.34746337,305.963745,311.650818,338.433136,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.66544223,0.60974437,1.599894,3.91412282,76.247406,86.1175842
3/7/2023 5:58:18 PM,2.06544256,1.25243521,2.34763885,306.1834,311.575653,338.5316,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.66534758,0.609751463,1.60006642,3.92336,76.17986,86.00648
3/7/2023 5:58:18 PM,2.06489348,1.25222635,2.34773231,306.230042,311.552521,338.516968,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,1.665397,0.609842956,1.60012913,3.8759582,76.13603,86.0665054
