Time,QuestX,QuestY,QuestZ,QuestRx,QuestRy,QuestRz,LeftX,LeftY,LeftZ,LeftRx,LeftRy,LeftRz,RightX,RightY,RightZ,RightRx,RightRy,RightRz
3/9/2023 1:14:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/9/2023 1:14:01 PM,0,0,0,0,0,0,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:03 PM,2346.56787,-1896.02307,1238.66541,55.3595963,193.2997,195.915314,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:03 PM,2346.36646,-1898.40857,1240.42371,54.3747559,193.931015,196.079239,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:03 PM,2346.21582,-1899.17456,1242.01062,54.8626976,194.3493,196.29332,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:03 PM,2346.09155,-1900.2323,1242.41089,53.7772636,193.182175,195.1781,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:03 PM,2345.7168,-1900.46118,1242.96094,53.3779526,192.580475,194.783722,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:03 PM,2345.55054,-1900.61865,1243.17932,53.4049644,192.270981,194.540482,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:03 PM,2345.14014,-1900.28772,1242.877,53.63642,192.661865,194.8469,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:03 PM,2343.72852,-1897.54529,1241.81433,55.05921,195.041489,197.2209,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:03 PM,2342.65332,-1897.79443,1243.13879,55.9412155,193.154388,195.037949,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:03 PM,2342.70532,-1901.62939,1244.77271,53.49063,192.45929,194.51796,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:04 PM,2342.54785,-1902.07178,1246.09241,53.59043,193.986,196.012878,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:04 PM,2341.60938,-1905.25281,1247.99622,51.179863,191.786438,193.652481,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:04 PM,1.90665543,1.25021064,2.34044576,321.333527,278.647644,359.048126,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:04 PM,1.90601873,1.25140607,2.33913517,321.0386,278.469177,359.04068,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:04 PM,1.90887892,1.25203049,2.339048,320.759766,278.3782,358.9586,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:04 PM,1.91013217,1.25255716,2.3389647,320.448456,278.8485,358.7629,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:04 PM,1.91112185,1.253432,2.33985233,320.060883,279.1963,358.769531,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:04 PM,1.91115594,1.25433946,2.3417213,320.801636,280.2754,358.883484,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:04 PM,1.90751374,1.24851632,2.34487343,328.1349,280.591064,358.5048,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:04 PM,1.891093,1.22899425,2.348167,331.5476,279.822418,358.132233,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:05 PM,1.88228822,1.21676362,2.34737,334.883,278.3479,358.2262,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:05 PM,1.87510848,1.21061921,2.344668,334.311249,277.621674,357.869263,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:05 PM,1.87094986,1.20801592,2.34086871,334.334656,275.913147,356.365,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:05 PM,1.86810517,1.20937335,2.33284688,332.96283,273.94046,354.019226,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
3/9/2023 1:14:05 PM,1.86727619,1.21094465,2.32949877,333.0105,274.310822,355.368378,-0.09579987,-0.08219545,-0.000200180337,359.307068,273.39502,2.56102467,-0.07997297,-0.0969996452,0.0100067267,1.116845,272.630554,2.74147987
