Time,HighRewardLog,MedRewardLog,LowRewardLog,ShellLog,QuadX,QuestX,QuestY,QuestZ
1683932765988,0,0,0,0,-208.699966,0,-0.43,-0.38
1683932766131,0,0,0,0,-208.699966,0,-0.43,-0.38
1683932768046,0,0,0,0,-208.699966,585.163147,948.5091,1610.11877
1683932768094,0,0,0,0,-208.699966,584.6763,948.4945,1610.34241
1683932768129,0,0,0,0,-208.699966,584.599854,947.8979,1610.676
1683932768143,0,0,0,0,-208.699966,584.662964,947.2148,1611.08728
1683932768169,0,0,0,0,-208.699966,584.964355,945.730469,1611.94043
1683932768200,0,0,0,0,-208.699966,585.2669,944.449463,1612.57727
1683932768294,0,0,0,0,-208.699966,587.609863,934.861633,1617.33728
1683932768391,0,0,0,0,-208.699966,588.34436,921.0779,1623.92322
1683932768503,0,0,0,0,-208.699966,584.9124,902.0225,1633.01819
1683932768601,0,0,0,0,-208.699966,582.9125,880.9942,1641.45142
1683932768698,0,0,0,0,-208.699966,582.796,856.90625,1649.03479
1683932768796,0,0,0,0,-208.699966,582.1115,833.4142,1655.01282
1683932769427,0,0,0,0,-208.699966,580.756958,690.185,1671.36108
1683932769684,0,0,0,0,-208.699966,-0.649521,1.66700983,0.588757157
1683932769738,0,0,0,0,-208.699966,-0.6421264,1.66531241,0.591208458
1683932769767,0,0,0,0,-208.699966,-0.6402639,1.6650939,0.592202246
1683932769787,0,0,0,0,-208.699966,-0.638745,1.6652205,0.593189955
1683932769802,0,0,0,0,-208.699966,-0.63747,1.66541827,0.5941629
1683932769816,0,0,0,0,-208.699966,-0.636929452,1.66554964,0.5946272
1683932769886,0,0,0,0,-208.699966,-0.6347154,1.666055,0.596822739
1683932769986,0,0,0,0,-208.699966,-0.6372977,1.665408,0.598620653
1683932770083,0,0,0,0,-208.699966,-0.64767,1.66451275,0.6016841
1683932770180,0,0,0,0,-208.699966,-0.6619603,1.6619029,0.60479337
1683932770292,0,0,0,0,-208.699966,-0.6793339,1.66118467,0.6038003
1683932770469,0,0,0,0,-208.699966,-0.7067465,1.65941691,0.5957085
1683932770487,0,0,0,0,-208.699966,-0.708051562,1.65929687,0.595318139
1683932770584,0,0,0,0,-208.699966,-0.7202364,1.65875983,0.59229213
1683932770681,0,0,0,0,-208.699966,-0.730226,1.65900517,0.5894477
1683932770779,0,0,0,0,-208.699966,-0.7388,1.659404,0.5857265
1683932770891,0,0,0,0,-208.699966,-0.7476071,1.658252,0.580527365
1683932770989,0,0,0,0,-208.699966,-0.755655,1.65601087,0.5758811
